COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000004,20,03/01/2013 13,03/01/2013 14,5,ug/m3
2000004,20,03/01/2013 14,03/01/2013 15,2.2,ug/m3
2000004,20,03/01/2013 15,03/01/2013 16,2,ug/m3
2000004,20,03/01/2013 16,03/01/2013 17,3.2,ug/m3
2000004,20,03/01/2013 17,03/01/2013 18,6.1,ug/m3
2000004,20,03/01/2013 18,03/01/2013 19,4.9,ug/m3
2000004,20,03/01/2013 19,03/01/2013 20,5.4,ug/m3
2000004,20,03/01/2013 20,03/01/2013 21,5.7,ug/m3
2000004,20,03/01/2013 21,03/01/2013 22,3.7,ug/m3
2000004,20,03/01/2013 22,03/01/2013 23,2.4,ug/m3
2000004,20,03/01/2013 23,04/01/2013 00,1.7,ug/m3
2000004,20,04/01/2013 00,04/01/2013 01,1.4,ug/m3
2000004,20,04/01/2013 01,04/01/2013 02,1.3,ug/m3
2000004,20,04/01/2013 02,04/01/2013 03,1.1,ug/m3
2000004,20,04/01/2013 03,04/01/2013 04,.9,ug/m3
2000004,20,04/01/2013 04,04/01/2013 05,1,ug/m3
2000004,20,04/01/2013 05,04/01/2013 06,.6,ug/m3
2000004,20,04/01/2013 06,04/01/2013 07,1.3,ug/m3
2000004,20,04/01/2013 07,04/01/2013 08,4,ug/m3
2000004,20,04/01/2013 08,04/01/2013 09,4.5,ug/m3
2000004,20,04/01/2013 09,04/01/2013 10,3.2,ug/m3
2000004,20,04/01/2013 10,04/01/2013 11,2,ug/m3
2000004,20,04/01/2013 11,04/01/2013 12,2.8,ug/m3
2000004,20,04/01/2013 12,04/01/2013 13,1.9,ug/m3
2000004,20,04/01/2013 13,04/01/2013 14,2.3,ug/m3
2000004,20,04/01/2013 14,04/01/2013 15,2.3,ug/m3
2000004,20,04/01/2013 15,04/01/2013 16,2.1,ug/m3
2000004,20,04/01/2013 16,04/01/2013 17,3.1,ug/m3
2000004,20,04/01/2013 17,04/01/2013 18,4.8,ug/m3
2000004,20,04/01/2013 18,04/01/2013 19,7.3,ug/m3
2000004,20,04/01/2013 19,04/01/2013 20,10.8,ug/m3
2000004,20,04/01/2013 20,04/01/2013 21,8.8,ug/m3
2000004,20,04/01/2013 21,04/01/2013 22,6,ug/m3
2000004,20,04/01/2013 22,04/01/2013 23,4.8,ug/m3
2000004,20,04/01/2013 23,05/01/2013 00,4.6,ug/m3
2000004,20,05/01/2013 00,05/01/2013 01,5,ug/m3
2000004,20,05/01/2013 01,05/01/2013 02,2.6,ug/m3
2000004,20,05/01/2013 02,05/01/2013 03,1.8,ug/m3
2000004,20,05/01/2013 03,05/01/2013 04,1.9,ug/m3
2000004,20,05/01/2013 04,05/01/2013 05,1.2,ug/m3
2000004,20,05/01/2013 05,05/01/2013 06,1.1,ug/m3
2000004,20,05/01/2013 06,05/01/2013 07,1.5,ug/m3
