COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000003,7,01/01/2010 00,01/01/2010 01,5,ug/m3
2000003,7,01/01/2010 02,01/01/2010 03,4,ug/m3
2000003,7,01/01/2010 03,01/01/2010 04,5,ug/m3
2000003,7,01/01/2010 04,01/01/2010 05,6,ug/m3
2000003,7,01/01/2010 05,01/01/2010 06,5,ug/m3
2000003,7,01/01/2010 06,01/01/2010 07,4,ug/m3
2000003,7,01/01/2010 07,01/01/2010 08,4,ug/m3
2000003,7,01/01/2010 08,01/01/2010 09,5,ug/m3
2000003,7,01/01/2010 09,01/01/2010 10,6,ug/m3
2000003,7,01/01/2010 10,01/01/2010 11,5,ug/m3
2000003,7,01/01/2010 11,01/01/2010 12,5,ug/m3
2000003,7,01/01/2010 12,01/01/2010 13,5,ug/m3
2000003,7,01/01/2010 13,01/01/2010 14,6,ug/m3
2000003,7,01/01/2010 14,01/01/2010 15,6,ug/m3
2000003,7,01/01/2010 15,01/01/2010 16,6,ug/m3
2000003,7,01/01/2010 16,01/01/2010 17,7,ug/m3
2000003,7,01/01/2010 17,01/01/2010 18,4,ug/m3
2000003,7,01/01/2010 18,01/01/2010 19,5,ug/m3
2000003,7,01/01/2010 19,01/01/2010 20,5,ug/m3
2000003,7,01/01/2010 20,01/01/2010 21,5,ug/m3
2000003,7,01/01/2010 21,01/01/2010 22,8,ug/m3
2000003,7,01/01/2010 22,01/01/2010 23,5,ug/m3
2000003,7,01/01/2010 23,02/01/2010 00,5,ug/m3
2000003,7,02/01/2010 00,02/01/2010 01,9,ug/m3
2000003,7,02/01/2010 02,02/01/2010 03,9,ug/m3
2000003,7,02/01/2010 03,02/01/2010 04,8,ug/m3
2000003,7,02/01/2010 04,02/01/2010 05,6,ug/m3
2000003,7,02/01/2010 05,02/01/2010 06,4,ug/m3
2000003,7,02/01/2010 06,02/01/2010 07,4,ug/m3
2000003,7,02/01/2010 07,02/01/2010 08,4,ug/m3
2000003,7,02/01/2010 08,02/01/2010 09,4,ug/m3
2000003,7,02/01/2010 09,02/01/2010 10,5,ug/m3
2000003,7,02/01/2010 10,02/01/2010 11,7,ug/m3
2000003,7,02/01/2010 11,02/01/2010 12,11,ug/m3
2000003,7,02/01/2010 12,02/01/2010 13,33,ug/m3
2000003,7,02/01/2010 13,02/01/2010 14,43,ug/m3
2000003,7,02/01/2010 14,02/01/2010 15,49,ug/m3
2000003,7,02/01/2010 15,02/01/2010 16,52,ug/m3
2000003,7,02/01/2010 16,02/01/2010 17,52,ug/m3
2000003,7,02/01/2010 17,02/01/2010 18,44,ug/m3
2000003,7,02/01/2010 18,02/01/2010 19,37,ug/m3
2000003,7,02/01/2010 19,02/01/2010 20,34,ug/m3
2000003,7,02/01/2010 20,02/01/2010 21,24,ug/m3
2000003,7,02/01/2010 21,02/01/2010 22,24,ug/m3
2000003,7,02/01/2010 22,02/01/2010 23,30,ug/m3
2000003,7,02/01/2010 23,03/01/2010 00,33,ug/m3
2000003,7,03/01/2010 00,03/01/2010 01,38,ug/m3
2000003,7,03/01/2010 02,03/01/2010 03,38,ug/m3
2000003,7,03/01/2010 03,03/01/2010 04,37,ug/m3
2000003,7,03/01/2010 04,03/01/2010 05,39,ug/m3
2000003,7,03/01/2010 05,03/01/2010 06,37,ug/m3
2000003,7,03/01/2010 06,03/01/2010 07,28,ug/m3
2000003,7,03/01/2010 07,03/01/2010 08,24,ug/m3
2000003,7,03/01/2010 08,03/01/2010 09,25,ug/m3
2000003,7,03/01/2010 09,03/01/2010 10,29,ug/m3
2000003,7,03/01/2010 10,03/01/2010 11,33,ug/m3
2000003,7,03/01/2010 11,03/01/2010 12,39,ug/m3
2000003,7,03/01/2010 12,03/01/2010 13,45,ug/m3
2000003,7,03/01/2010 13,03/01/2010 14,38,ug/m3
2000003,7,03/01/2010 14,03/01/2010 15,31,ug/m3
2000003,7,03/01/2010 15,03/01/2010 16,30,ug/m3
2000003,7,03/01/2010 16,03/01/2010 17,34,ug/m3
2000003,7,03/01/2010 19,03/01/2010 20,20,ug/m3
2000003,7,03/01/2010 20,03/01/2010 21,17,ug/m3
2000003,7,03/01/2010 21,03/01/2010 22,16,ug/m3
2000003,7,03/01/2010 22,03/01/2010 23,18,ug/m3
2000003,7,03/01/2010 23,04/01/2010 00,17,ug/m3
2000003,7,04/01/2010 00,04/01/2010 01,23,ug/m3
2000003,7,04/01/2010 02,04/01/2010 03,11,ug/m3
2000003,7,04/01/2010 03,04/01/2010 04,14,ug/m3
2000003,7,04/01/2010 04,04/01/2010 05,12,ug/m3
2000003,7,04/01/2010 05,04/01/2010 06,12,ug/m3
2000003,7,04/01/2010 06,04/01/2010 07,11,ug/m3
2000003,7,04/01/2010 07,04/01/2010 08,10,ug/m3
2000003,7,04/01/2010 08,04/01/2010 09,14,ug/m3
2000003,7,04/01/2010 09,04/01/2010 10,14,ug/m3
2000003,7,04/01/2010 10,04/01/2010 11,15,ug/m3
2000003,7,04/01/2010 11,04/01/2010 12,15,ug/m3
2000003,7,04/01/2010 12,04/01/2010 13,20,ug/m3
2000003,7,04/01/2010 13,04/01/2010 14,21,ug/m3
2000003,7,04/01/2010 14,04/01/2010 15,19,ug/m3
2000003,7,04/01/2010 15,04/01/2010 16,30,ug/m3
2000003,7,04/01/2010 16,04/01/2010 17,30,ug/m3
2000003,7,04/01/2010 17,04/01/2010 18,22,ug/m3
2000003,7,04/01/2010 18,04/01/2010 19,14,ug/m3
2000003,7,04/01/2010 19,04/01/2010 20,15,ug/m3
2000003,7,04/01/2010 20,04/01/2010 21,17,ug/m3
2000003,7,04/01/2010 21,04/01/2010 22,16,ug/m3
2000003,7,04/01/2010 22,04/01/2010 23,14,ug/m3
2000003,7,04/01/2010 23,05/01/2010 00,21,ug/m3
2000003,7,05/01/2010 02,05/01/2010 03,24,ug/m3
2000003,7,05/01/2010 03,05/01/2010 04,25,ug/m3
2000003,7,05/01/2010 04,05/01/2010 05,22,ug/m3
2000003,7,05/01/2010 05,05/01/2010 06,18,ug/m3
2000003,7,05/01/2010 06,05/01/2010 07,20,ug/m3
2000003,7,05/01/2010 07,05/01/2010 08,20,ug/m3
2000003,7,05/01/2010 10,05/01/2010 11,32,ug/m3
2000003,7,05/01/2010 13,05/01/2010 14,27,ug/m3
2000003,7,05/01/2010 14,05/01/2010 15,29,ug/m3
2000003,7,05/01/2010 15,05/01/2010 16,22,ug/m3
2000003,7,05/01/2010 16,05/01/2010 17,15,ug/m3
2000003,7,05/01/2010 17,05/01/2010 18,11,ug/m3
2000003,7,05/01/2010 18,05/01/2010 19,7,ug/m3
2000003,7,05/01/2010 19,05/01/2010 20,5,ug/m3
2000003,7,05/01/2010 20,05/01/2010 21,10,ug/m3
2000003,7,05/01/2010 21,05/01/2010 22,12,ug/m3
2000003,7,05/01/2010 22,05/01/2010 23,11,ug/m3
2000003,7,05/01/2010 23,06/01/2010 00,19,ug/m3
2000003,7,06/01/2010 00,06/01/2010 01,24,ug/m3
2000003,7,06/01/2010 02,06/01/2010 03,24,ug/m3
2000003,7,06/01/2010 03,06/01/2010 04,18,ug/m3
2000003,7,06/01/2010 04,06/01/2010 05,14,ug/m3
2000003,7,06/01/2010 05,06/01/2010 06,10,ug/m3
2000003,7,06/01/2010 06,06/01/2010 07,12,ug/m3
2000003,7,06/01/2010 07,06/01/2010 08,9,ug/m3
2000003,7,06/01/2010 08,06/01/2010 09,10,ug/m3
2000003,7,06/01/2010 09,06/01/2010 10,12,ug/m3
2000003,7,06/01/2010 10,06/01/2010 11,12,ug/m3
2000003,7,06/01/2010 11,06/01/2010 12,19,ug/m3
2000003,7,06/01/2010 12,06/01/2010 13,27,ug/m3
2000003,7,06/01/2010 13,06/01/2010 14,41,ug/m3
2000003,7,06/01/2010 14,06/01/2010 15,44,ug/m3
2000003,7,06/01/2010 15,06/01/2010 16,27,ug/m3
2000003,7,06/01/2010 16,06/01/2010 17,24,ug/m3
2000003,7,06/01/2010 17,06/01/2010 18,11,ug/m3
2000003,7,06/01/2010 18,06/01/2010 19,3,ug/m3
2000003,7,06/01/2010 19,06/01/2010 20,3,ug/m3
2000003,7,06/01/2010 20,06/01/2010 21,3,ug/m3
2000003,7,06/01/2010 21,06/01/2010 22,3,ug/m3
2000003,7,06/01/2010 22,06/01/2010 23,4,ug/m3
2000003,7,06/01/2010 23,07/01/2010 00,3,ug/m3
2000003,7,07/01/2010 00,07/01/2010 01,3,ug/m3
