COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000232,8,21/04/2013 00,21/04/2013 01,6,ug/m3
2000232,8,21/04/2013 01,21/04/2013 02,8,ug/m3
2000232,8,21/04/2013 02,21/04/2013 03,7,ug/m3
2000232,8,21/04/2013 04,21/04/2013 05,8,ug/m3
2000232,8,21/04/2013 05,21/04/2013 06,10,ug/m3
2000232,8,21/04/2013 06,21/04/2013 07,13,ug/m3
2000232,8,21/04/2013 07,21/04/2013 08,13,ug/m3
2000232,8,21/04/2013 08,21/04/2013 09,14,ug/m3
2000232,8,21/04/2013 09,21/04/2013 10,11,ug/m3
2000232,8,21/04/2013 10,21/04/2013 11,9,ug/m3
2000232,8,21/04/2013 11,21/04/2013 12,8,ug/m3
2000232,8,21/04/2013 12,21/04/2013 13,12,ug/m3
2000232,8,21/04/2013 13,21/04/2013 14,5,ug/m3
2000232,8,21/04/2013 14,21/04/2013 15,4,ug/m3
2000232,8,21/04/2013 15,21/04/2013 16,4,ug/m3
2000232,8,21/04/2013 16,21/04/2013 17,5,ug/m3
2000232,8,21/04/2013 17,21/04/2013 18,6,ug/m3
2000232,8,21/04/2013 18,21/04/2013 19,9,ug/m3
2000232,8,21/04/2013 19,21/04/2013 20,18,ug/m3
2000232,8,21/04/2013 20,21/04/2013 21,21,ug/m3
2000232,8,21/04/2013 21,21/04/2013 22,28,ug/m3
2000232,8,21/04/2013 22,21/04/2013 23,31,ug/m3
2000232,8,21/04/2013 23,22/04/2013 00,33,ug/m3
2000232,8,22/04/2013 00,22/04/2013 01,38,ug/m3
2000232,8,22/04/2013 01,22/04/2013 02,27,ug/m3
2000232,8,22/04/2013 02,22/04/2013 03,26,ug/m3
2000232,8,22/04/2013 04,22/04/2013 05,37,ug/m3
2000232,8,22/04/2013 05,22/04/2013 06,9,ug/m3
2000232,8,22/04/2013 06,22/04/2013 07,10,ug/m3
2000232,8,22/04/2013 07,22/04/2013 08,38,ug/m3
2000232,8,22/04/2013 08,22/04/2013 09,47,ug/m3
2000232,8,22/04/2013 09,22/04/2013 10,30,ug/m3
2000232,8,22/04/2013 10,22/04/2013 11,33,ug/m3
2000232,8,22/04/2013 11,22/04/2013 12,14,ug/m3
2000232,8,22/04/2013 12,22/04/2013 13,14,ug/m3
2000232,8,22/04/2013 13,22/04/2013 14,13,ug/m3
2000232,8,22/04/2013 14,22/04/2013 15,16,ug/m3
2000232,8,22/04/2013 15,22/04/2013 16,18,ug/m3
2000232,8,22/04/2013 16,22/04/2013 17,16,ug/m3
2000232,8,22/04/2013 17,22/04/2013 18,15,ug/m3
2000232,8,22/04/2013 18,22/04/2013 19,37,ug/m3
2000232,8,22/04/2013 19,22/04/2013 20,75,ug/m3
2000232,8,22/04/2013 20,22/04/2013 21,53,ug/m3
2000232,8,22/04/2013 21,22/04/2013 22,27,ug/m3
2000232,8,22/04/2013 22,22/04/2013 23,64,ug/m3
2000232,8,22/04/2013 23,23/04/2013 00,47,ug/m3
2000232,8,23/04/2013 00,23/04/2013 01,42,ug/m3
2000232,8,23/04/2013 01,23/04/2013 02,34,ug/m3
2000232,8,23/04/2013 02,23/04/2013 03,31,ug/m3
2000232,8,23/04/2013 04,23/04/2013 05,50,ug/m3
2000232,8,23/04/2013 05,23/04/2013 06,55,ug/m3
2000232,8,23/04/2013 06,23/04/2013 07,52,ug/m3
2000232,8,23/04/2013 07,23/04/2013 08,42,ug/m3
2000232,8,23/04/2013 08,23/04/2013 09,28,ug/m3
2000232,8,23/04/2013 09,23/04/2013 10,17,ug/m3
2000232,8,23/04/2013 10,23/04/2013 11,16,ug/m3
2000232,8,23/04/2013 11,23/04/2013 12,12,ug/m3
2000232,8,23/04/2013 12,23/04/2013 13,11,ug/m3
2000232,8,23/04/2013 13,23/04/2013 14,10,ug/m3
2000232,8,23/04/2013 14,23/04/2013 15,15,ug/m3
2000232,8,23/04/2013 15,23/04/2013 16,40,ug/m3
2000232,8,23/04/2013 16,23/04/2013 17,9,ug/m3
2000232,8,23/04/2013 17,23/04/2013 18,31,ug/m3
2000232,8,23/04/2013 18,23/04/2013 19,43,ug/m3
2000232,8,23/04/2013 19,23/04/2013 20,94,ug/m3
2000232,8,23/04/2013 20,23/04/2013 21,83,ug/m3
2000232,8,23/04/2013 21,23/04/2013 22,72,ug/m3
2000232,8,23/04/2013 22,23/04/2013 23,76,ug/m3
2000232,8,23/04/2013 23,24/04/2013 00,67,ug/m3
2000232,8,24/04/2013 00,24/04/2013 01,53,ug/m3
2000232,8,24/04/2013 01,24/04/2013 02,37,ug/m3
2000232,8,24/04/2013 02,24/04/2013 03,47,ug/m3
2000232,8,24/04/2013 04,24/04/2013 05,47,ug/m3
2000232,8,24/04/2013 05,24/04/2013 06,55,ug/m3
2000232,8,24/04/2013 06,24/04/2013 07,51,ug/m3
2000232,8,24/04/2013 07,24/04/2013 08,37,ug/m3
2000232,8,24/04/2013 08,24/04/2013 09,37,ug/m3
2000232,8,24/04/2013 09,24/04/2013 10,24,ug/m3
2000232,8,24/04/2013 10,24/04/2013 11,16,ug/m3
2000232,8,24/04/2013 11,24/04/2013 12,9,ug/m3
2000232,8,24/04/2013 12,24/04/2013 13,7,ug/m3
2000232,8,24/04/2013 13,24/04/2013 14,8,ug/m3
2000232,8,24/04/2013 14,24/04/2013 15,8,ug/m3
2000232,8,24/04/2013 15,24/04/2013 16,7,ug/m3
2000232,8,24/04/2013 16,24/04/2013 17,9,ug/m3
2000232,8,24/04/2013 17,24/04/2013 18,12,ug/m3
2000232,8,24/04/2013 18,24/04/2013 19,12,ug/m3
2000232,8,24/04/2013 19,24/04/2013 20,18,ug/m3
