COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000003,7,01/01/2012 00,01/01/2012 01,6,ug/m3
2000003,7,01/01/2012 02,01/01/2012 03,6,ug/m3
2000003,7,01/01/2012 03,01/01/2012 04,4,ug/m3
2000003,7,01/01/2012 04,01/01/2012 05,6,ug/m3
2000003,7,01/01/2012 05,01/01/2012 06,6,ug/m3
2000003,7,01/01/2012 06,01/01/2012 07,6,ug/m3
2000003,7,01/01/2012 07,01/01/2012 08,4,ug/m3
2000003,7,01/01/2012 08,01/01/2012 09,6,ug/m3
2000003,7,01/01/2012 09,01/01/2012 10,16,ug/m3
2000003,7,01/01/2012 10,01/01/2012 11,32,ug/m3
2000003,7,01/01/2012 11,01/01/2012 12,30,ug/m3
2000003,7,01/01/2012 12,01/01/2012 13,30,ug/m3
2000003,7,01/01/2012 13,01/01/2012 14,34,ug/m3
2000003,7,01/01/2012 14,01/01/2012 15,36,ug/m3
2000003,7,01/01/2012 15,01/01/2012 16,30,ug/m3
2000003,7,01/01/2012 16,01/01/2012 17,16,ug/m3
2000003,7,01/01/2012 17,01/01/2012 18,6,ug/m3
2000003,7,01/01/2012 18,01/01/2012 19,6,ug/m3
2000003,7,01/01/2012 19,01/01/2012 20,6,ug/m3
2000003,7,01/01/2012 20,01/01/2012 21,6,ug/m3
2000003,7,01/01/2012 21,01/01/2012 22,6,ug/m3
2000003,7,01/01/2012 22,01/01/2012 23,6,ug/m3
2000003,7,01/01/2012 23,02/01/2012 00,6,ug/m3
2000003,7,02/01/2012 00,02/01/2012 01,6,ug/m3
2000003,7,02/01/2012 02,02/01/2012 03,6,ug/m3
2000003,7,02/01/2012 03,02/01/2012 04,6,ug/m3
2000003,7,02/01/2012 04,02/01/2012 05,16,ug/m3
2000003,7,02/01/2012 05,02/01/2012 06,8,ug/m3
2000003,7,02/01/2012 06,02/01/2012 07,6,ug/m3
2000003,7,02/01/2012 07,02/01/2012 08,6,ug/m3
2000003,7,02/01/2012 08,02/01/2012 09,6,ug/m3
2000003,7,02/01/2012 09,02/01/2012 10,6,ug/m3
2000003,7,02/01/2012 10,02/01/2012 11,6,ug/m3
2000003,7,02/01/2012 11,02/01/2012 12,8,ug/m3
2000003,7,02/01/2012 12,02/01/2012 13,8,ug/m3
2000003,7,02/01/2012 13,02/01/2012 14,8,ug/m3
2000003,7,02/01/2012 14,02/01/2012 15,6,ug/m3
2000003,7,02/01/2012 15,02/01/2012 16,6,ug/m3
2000003,7,02/01/2012 16,02/01/2012 17,4,ug/m3
2000003,7,02/01/2012 17,02/01/2012 18,4,ug/m3
2000003,7,02/01/2012 18,02/01/2012 19,4,ug/m3
2000003,7,02/01/2012 19,02/01/2012 20,4,ug/m3
2000003,7,02/01/2012 20,02/01/2012 21,4,ug/m3
2000003,7,02/01/2012 21,02/01/2012 22,4,ug/m3
2000003,7,02/01/2012 22,02/01/2012 23,4,ug/m3
2000003,7,02/01/2012 23,03/01/2012 00,4,ug/m3
2000003,7,03/01/2012 00,03/01/2012 01,4,ug/m3
2000003,7,03/01/2012 02,03/01/2012 03,4,ug/m3
