COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000003,7,01/01/2016 00,01/01/2016 01,4,ug/m3
2000003,7,01/01/2016 01,01/01/2016 02,4,ug/m3
2000003,7,01/01/2016 03,01/01/2016 04,4,ug/m3
2000003,7,01/01/2016 04,01/01/2016 05,4,ug/m3
2000003,7,01/01/2016 05,01/01/2016 06,3,ug/m3
2000003,7,01/01/2016 06,01/01/2016 07,3,ug/m3
2000003,7,01/01/2016 07,01/01/2016 08,3,ug/m3
2000003,7,01/01/2016 08,01/01/2016 09,5,ug/m3
2000003,7,01/01/2016 09,01/01/2016 10,8,ug/m3
2000003,7,01/01/2016 10,01/01/2016 11,9,ug/m3
2000003,7,01/01/2016 11,01/01/2016 12,10,ug/m3
2000003,7,01/01/2016 12,01/01/2016 13,9,ug/m3
2000003,7,01/01/2016 13,01/01/2016 14,9,ug/m3
2000003,7,01/01/2016 14,01/01/2016 15,9,ug/m3
2000003,7,01/01/2016 15,01/01/2016 16,7,ug/m3
2000003,7,01/01/2016 16,01/01/2016 17,5,ug/m3
2000003,7,01/01/2016 17,01/01/2016 18,7,ug/m3
2000003,7,01/01/2016 18,01/01/2016 19,7,ug/m3
2000003,7,01/01/2016 19,01/01/2016 20,8,ug/m3
2000003,7,01/01/2016 20,01/01/2016 21,10,ug/m3
2000003,7,01/01/2016 21,01/01/2016 22,9,ug/m3
2000003,7,01/01/2016 22,01/01/2016 23,4,ug/m3
2000003,7,01/01/2016 23,02/01/2016 00,5,ug/m3
2000003,7,02/01/2016 00,02/01/2016 01,6,ug/m3
2000003,7,02/01/2016 01,02/01/2016 02,7,ug/m3
2000003,7,02/01/2016 03,02/01/2016 04,6,ug/m3
2000003,7,02/01/2016 04,02/01/2016 05,7,ug/m3
2000003,7,02/01/2016 05,02/01/2016 06,5,ug/m3
2000003,7,02/01/2016 06,02/01/2016 07,4,ug/m3
2000003,7,02/01/2016 07,02/01/2016 08,3,ug/m3
2000003,7,02/01/2016 08,02/01/2016 09,4,ug/m3
2000003,7,02/01/2016 09,02/01/2016 10,5,ug/m3
2000003,7,02/01/2016 10,02/01/2016 11,7,ug/m3
2000003,7,02/01/2016 11,02/01/2016 12,7,ug/m3
2000003,7,02/01/2016 12,02/01/2016 13,7,ug/m3
2000003,7,02/01/2016 13,02/01/2016 14,7,ug/m3
2000003,7,02/01/2016 14,02/01/2016 15,8,ug/m3
2000003,7,02/01/2016 15,02/01/2016 16,6,ug/m3
2000003,7,02/01/2016 16,02/01/2016 17,5,ug/m3
2000003,7,02/01/2016 17,02/01/2016 18,6,ug/m3
2000003,7,02/01/2016 18,02/01/2016 19,6,ug/m3
2000003,7,02/01/2016 19,02/01/2016 20,4,ug/m3
2000003,7,02/01/2016 20,02/01/2016 21,10,ug/m3
2000003,7,02/01/2016 21,02/01/2016 22,11,ug/m3
2000003,7,02/01/2016 22,02/01/2016 23,16,ug/m3
2000003,7,02/01/2016 23,03/01/2016 00,13,ug/m3
2000003,7,03/01/2016 00,03/01/2016 01,17,ug/m3
2000003,7,03/01/2016 01,03/01/2016 02,10,ug/m3
2000003,7,03/01/2016 03,03/01/2016 04,3,ug/m3
2000003,7,03/01/2016 04,03/01/2016 05,3,ug/m3
2000003,7,03/01/2016 05,03/01/2016 06,3,ug/m3
2000003,7,03/01/2016 06,03/01/2016 07,3,ug/m3
2000003,7,03/01/2016 07,03/01/2016 08,3,ug/m3
2000003,7,03/01/2016 08,03/01/2016 09,4,ug/m3
2000003,7,03/01/2016 09,03/01/2016 10,8,ug/m3
2000003,7,03/01/2016 10,03/01/2016 11,16,ug/m3
2000003,7,03/01/2016 11,03/01/2016 12,16,ug/m3
2000003,7,03/01/2016 12,03/01/2016 13,20,ug/m3
2000003,7,03/01/2016 13,03/01/2016 14,23,ug/m3
2000003,7,03/01/2016 14,03/01/2016 15,18,ug/m3
2000003,7,03/01/2016 15,03/01/2016 16,22,ug/m3
2000003,7,03/01/2016 16,03/01/2016 17,18,ug/m3
2000003,7,03/01/2016 17,03/01/2016 18,14,ug/m3
2000003,7,03/01/2016 18,03/01/2016 19,9,ug/m3
2000003,7,03/01/2016 19,03/01/2016 20,12,ug/m3
2000003,7,03/01/2016 20,03/01/2016 21,9,ug/m3
2000003,7,03/01/2016 21,03/01/2016 22,4,ug/m3
2000003,7,03/01/2016 22,03/01/2016 23,5,ug/m3
2000003,7,03/01/2016 23,04/01/2016 00,6,ug/m3
2000003,7,04/01/2016 00,04/01/2016 01,6,ug/m3
2000003,7,04/01/2016 01,04/01/2016 02,9,ug/m3
2000003,7,04/01/2016 03,04/01/2016 04,11,ug/m3
2000003,7,04/01/2016 04,04/01/2016 05,9,ug/m3
2000003,7,04/01/2016 05,04/01/2016 06,7,ug/m3
2000003,7,04/01/2016 06,04/01/2016 07,10,ug/m3
2000003,7,04/01/2016 07,04/01/2016 08,7,ug/m3
2000003,7,04/01/2016 08,04/01/2016 09,4,ug/m3
2000003,7,04/01/2016 09,04/01/2016 10,6,ug/m3
2000003,7,04/01/2016 10,04/01/2016 11,9,ug/m3
2000003,7,04/01/2016 11,04/01/2016 12,9,ug/m3
2000003,7,04/01/2016 12,04/01/2016 13,13,ug/m3
2000003,7,04/01/2016 13,04/01/2016 14,22,ug/m3
2000003,7,04/01/2016 14,04/01/2016 15,14,ug/m3
2000003,7,04/01/2016 15,04/01/2016 16,7,ug/m3
2000003,7,04/01/2016 16,04/01/2016 17,5,ug/m3
2000003,7,04/01/2016 17,04/01/2016 18,4,ug/m3
2000003,7,04/01/2016 18,04/01/2016 19,7,ug/m3
2000003,7,04/01/2016 19,04/01/2016 20,6,ug/m3
2000003,7,04/01/2016 20,04/01/2016 21,3,ug/m3
2000003,7,04/01/2016 21,04/01/2016 22,3,ug/m3
2000003,7,04/01/2016 22,04/01/2016 23,5,ug/m3
2000003,7,04/01/2016 23,05/01/2016 00,8,ug/m3
2000003,7,05/01/2016 00,05/01/2016 01,8,ug/m3
2000003,7,05/01/2016 01,05/01/2016 02,7,ug/m3
2000003,7,05/01/2016 03,05/01/2016 04,9,ug/m3
2000003,7,05/01/2016 04,05/01/2016 05,9,ug/m3
2000003,7,05/01/2016 05,05/01/2016 06,7,ug/m3
2000003,7,05/01/2016 06,05/01/2016 07,5,ug/m3
2000003,7,05/01/2016 07,05/01/2016 08,4,ug/m3
2000003,7,05/01/2016 08,05/01/2016 09,5,ug/m3
2000003,7,05/01/2016 09,05/01/2016 10,6,ug/m3
2000003,7,05/01/2016 10,05/01/2016 11,7,ug/m3
2000003,7,05/01/2016 11,05/01/2016 12,6,ug/m3
2000003,7,05/01/2016 12,05/01/2016 13,7,ug/m3
2000003,7,05/01/2016 13,05/01/2016 14,9,ug/m3
2000003,7,05/01/2016 14,05/01/2016 15,8,ug/m3
2000003,7,05/01/2016 15,05/01/2016 16,7,ug/m3
2000003,7,05/01/2016 16,05/01/2016 17,4,ug/m3
2000003,7,05/01/2016 17,05/01/2016 18,3,ug/m3
2000003,7,05/01/2016 18,05/01/2016 19,3,ug/m3
2000003,7,05/01/2016 19,05/01/2016 20,3,ug/m3
2000003,7,05/01/2016 20,05/01/2016 21,3,ug/m3
2000003,7,05/01/2016 21,05/01/2016 22,3,ug/m3
2000003,7,05/01/2016 22,05/01/2016 23,3,ug/m3
2000003,7,05/01/2016 23,06/01/2016 00,3,ug/m3
2000003,7,06/01/2016 00,06/01/2016 01,4,ug/m3
2000003,7,06/01/2016 01,06/01/2016 02,4,ug/m3
2000003,7,06/01/2016 03,06/01/2016 04,4,ug/m3
2000003,7,06/01/2016 04,06/01/2016 05,6,ug/m3
2000003,7,06/01/2016 05,06/01/2016 06,4,ug/m3
2000003,7,06/01/2016 06,06/01/2016 07,5,ug/m3
2000003,7,06/01/2016 07,06/01/2016 08,4,ug/m3
2000003,7,06/01/2016 08,06/01/2016 09,4,ug/m3
2000003,7,06/01/2016 09,06/01/2016 10,5,ug/m3
2000003,7,06/01/2016 10,06/01/2016 11,4,ug/m3
2000003,7,06/01/2016 11,06/01/2016 12,5,ug/m3
2000003,7,06/01/2016 12,06/01/2016 13,15,ug/m3
2000003,7,06/01/2016 13,06/01/2016 14,27,ug/m3
2000003,7,06/01/2016 14,06/01/2016 15,30,ug/m3
2000003,7,06/01/2016 15,06/01/2016 16,34,ug/m3
2000003,7,06/01/2016 16,06/01/2016 17,20,ug/m3
2000003,7,06/01/2016 17,06/01/2016 18,9,ug/m3
2000003,7,06/01/2016 18,06/01/2016 19,12,ug/m3
2000003,7,06/01/2016 19,06/01/2016 20,11,ug/m3
2000003,7,06/01/2016 20,06/01/2016 21,5,ug/m3
2000003,7,06/01/2016 21,06/01/2016 22,10,ug/m3
2000003,7,06/01/2016 22,06/01/2016 23,18,ug/m3
2000003,7,06/01/2016 23,07/01/2016 00,19,ug/m3
2000003,7,07/01/2016 00,07/01/2016 01,12,ug/m3
2000003,7,07/01/2016 01,07/01/2016 02,9,ug/m3
2000003,7,07/01/2016 03,07/01/2016 04,15,ug/m3
2000003,7,07/01/2016 04,07/01/2016 05,14,ug/m3
2000003,7,07/01/2016 05,07/01/2016 06,16,ug/m3
2000003,7,07/01/2016 06,07/01/2016 07,5,ug/m3
2000003,7,07/01/2016 07,07/01/2016 08,3,ug/m3
2000003,7,07/01/2016 08,07/01/2016 09,4,ug/m3
2000003,7,07/01/2016 09,07/01/2016 10,4,ug/m3
2000003,7,07/01/2016 11,07/01/2016 12,5,ug/m3
2000003,7,07/01/2016 12,07/01/2016 13,8,ug/m3
2000003,7,07/01/2016 13,07/01/2016 14,7,ug/m3
2000003,7,07/01/2016 14,07/01/2016 15,5,ug/m3
2000003,7,07/01/2016 15,07/01/2016 16,4,ug/m3
2000003,7,07/01/2016 16,07/01/2016 17,3,ug/m3
2000003,7,07/01/2016 17,07/01/2016 18,3,ug/m3
2000003,7,07/01/2016 18,07/01/2016 19,3,ug/m3
2000003,7,07/01/2016 19,07/01/2016 20,3,ug/m3
2000003,7,07/01/2016 20,07/01/2016 21,3,ug/m3
2000003,7,07/01/2016 21,07/01/2016 22,3,ug/m3
2000003,7,07/01/2016 22,07/01/2016 23,3,ug/m3
2000003,7,07/01/2016 23,08/01/2016 00,3,ug/m3
2000003,7,08/01/2016 00,08/01/2016 01,3,ug/m3
2000003,7,08/01/2016 01,08/01/2016 02,3,ug/m3
2000003,7,08/01/2016 03,08/01/2016 04,3,ug/m3
2000003,7,08/01/2016 04,08/01/2016 05,3,ug/m3
2000003,7,08/01/2016 05,08/01/2016 06,3,ug/m3
2000003,7,08/01/2016 06,08/01/2016 07,3,ug/m3
2000003,7,08/01/2016 07,08/01/2016 08,3,ug/m3
2000003,7,08/01/2016 08,08/01/2016 09,3,ug/m3
2000003,7,08/01/2016 09,08/01/2016 10,4,ug/m3
2000003,7,08/01/2016 10,08/01/2016 11,4,ug/m3
2000003,7,08/01/2016 11,08/01/2016 12,5,ug/m3
2000003,7,08/01/2016 12,08/01/2016 13,4,ug/m3
2000003,7,08/01/2016 13,08/01/2016 14,5,ug/m3
2000003,7,08/01/2016 14,08/01/2016 15,4,ug/m3
2000003,7,08/01/2016 15,08/01/2016 16,3,ug/m3
2000003,7,08/01/2016 16,08/01/2016 17,3,ug/m3
2000003,7,08/01/2016 17,08/01/2016 18,3,ug/m3
2000003,7,08/01/2016 18,08/01/2016 19,3,ug/m3
2000003,7,08/01/2016 19,08/01/2016 20,3,ug/m3
2000003,7,08/01/2016 20,08/01/2016 21,3,ug/m3
2000003,7,08/01/2016 21,08/01/2016 22,3,ug/m3
2000003,7,08/01/2016 22,08/01/2016 23,3,ug/m3
2000003,7,08/01/2016 23,09/01/2016 00,3,ug/m3
2000003,7,09/01/2016 00,09/01/2016 01,3,ug/m3
2000003,7,09/01/2016 01,09/01/2016 02,3,ug/m3
2000003,7,09/01/2016 03,09/01/2016 04,3,ug/m3
2000003,7,09/01/2016 04,09/01/2016 05,3,ug/m3
2000003,7,09/01/2016 05,09/01/2016 06,3,ug/m3
2000003,7,09/01/2016 06,09/01/2016 07,3,ug/m3
2000003,7,09/01/2016 07,09/01/2016 08,3,ug/m3
2000003,7,09/01/2016 08,09/01/2016 09,3,ug/m3
2000003,7,09/01/2016 09,09/01/2016 10,4,ug/m3
2000003,7,09/01/2016 10,09/01/2016 11,4,ug/m3
2000003,7,09/01/2016 11,09/01/2016 12,4,ug/m3
2000003,7,09/01/2016 12,09/01/2016 13,5,ug/m3
2000003,7,09/01/2016 13,09/01/2016 14,5,ug/m3
2000003,7,09/01/2016 14,09/01/2016 15,4,ug/m3
2000003,7,09/01/2016 15,09/01/2016 16,4,ug/m3
2000003,7,09/01/2016 16,09/01/2016 17,3,ug/m3
2000003,7,09/01/2016 17,09/01/2016 18,3,ug/m3
2000003,7,09/01/2016 18,09/01/2016 19,3,ug/m3
2000003,7,09/01/2016 19,09/01/2016 20,3,ug/m3
2000003,7,09/01/2016 20,09/01/2016 21,3,ug/m3
2000003,7,09/01/2016 21,09/01/2016 22,3,ug/m3
2000003,7,09/01/2016 22,09/01/2016 23,3,ug/m3
2000003,7,09/01/2016 23,10/01/2016 00,3,ug/m3
2000003,7,10/01/2016 00,10/01/2016 01,3,ug/m3
2000003,7,10/01/2016 01,10/01/2016 02,3,ug/m3
2000003,7,10/01/2016 03,10/01/2016 04,3,ug/m3
2000003,7,10/01/2016 04,10/01/2016 05,3,ug/m3
2000003,7,10/01/2016 05,10/01/2016 06,3,ug/m3
2000003,7,10/01/2016 06,10/01/2016 07,3,ug/m3
2000003,7,10/01/2016 07,10/01/2016 08,3,ug/m3
2000003,7,10/01/2016 08,10/01/2016 09,4,ug/m3
2000003,7,10/01/2016 09,10/01/2016 10,10,ug/m3
2000003,7,10/01/2016 10,10/01/2016 11,23,ug/m3
2000003,7,10/01/2016 11,10/01/2016 12,29,ug/m3
2000003,7,10/01/2016 12,10/01/2016 13,28,ug/m3
2000003,7,10/01/2016 13,10/01/2016 14,25,ug/m3
2000003,7,10/01/2016 14,10/01/2016 15,16,ug/m3
2000003,7,10/01/2016 15,10/01/2016 16,10,ug/m3
2000003,7,10/01/2016 16,10/01/2016 17,6,ug/m3
2000003,7,10/01/2016 17,10/01/2016 18,3,ug/m3
2000003,7,10/01/2016 18,10/01/2016 19,3,ug/m3
2000003,7,10/01/2016 19,10/01/2016 20,3,ug/m3
2000003,7,10/01/2016 20,10/01/2016 21,3,ug/m3
2000003,7,10/01/2016 21,10/01/2016 22,3,ug/m3
2000003,7,10/01/2016 22,10/01/2016 23,3,ug/m3
2000003,7,10/01/2016 23,11/01/2016 00,3,ug/m3
2000003,7,11/01/2016 00,11/01/2016 01,3,ug/m3
2000003,7,11/01/2016 01,11/01/2016 02,3,ug/m3
2000003,7,11/01/2016 03,11/01/2016 04,3,ug/m3
2000003,7,11/01/2016 04,11/01/2016 05,2,ug/m3
2000003,7,11/01/2016 05,11/01/2016 06,3,ug/m3
2000003,7,11/01/2016 06,11/01/2016 07,3,ug/m3
2000003,7,11/01/2016 07,11/01/2016 08,3,ug/m3
2000003,7,11/01/2016 08,11/01/2016 09,3,ug/m3
2000003,7,11/01/2016 09,11/01/2016 10,3,ug/m3
2000003,7,11/01/2016 10,11/01/2016 11,4,ug/m3
2000003,7,11/01/2016 11,11/01/2016 12,5,ug/m3
2000003,7,11/01/2016 12,11/01/2016 13,4,ug/m3
2000003,7,11/01/2016 13,11/01/2016 14,4,ug/m3
2000003,7,11/01/2016 14,11/01/2016 15,4,ug/m3
2000003,7,11/01/2016 15,11/01/2016 16,4,ug/m3
2000003,7,11/01/2016 16,11/01/2016 17,3,ug/m3
2000003,7,11/01/2016 17,11/01/2016 18,2,ug/m3
2000003,7,11/01/2016 18,11/01/2016 19,3,ug/m3
2000003,7,11/01/2016 19,11/01/2016 20,2,ug/m3
2000003,7,11/01/2016 20,11/01/2016 21,3,ug/m3
2000003,7,11/01/2016 21,11/01/2016 22,3,ug/m3
2000003,7,11/01/2016 22,11/01/2016 23,3,ug/m3
2000003,7,11/01/2016 23,12/01/2016 00,3,ug/m3
2000003,7,12/01/2016 00,12/01/2016 01,3,ug/m3
2000003,7,12/01/2016 01,12/01/2016 02,3,ug/m3
2000003,7,12/01/2016 03,12/01/2016 04,3,ug/m3
2000003,7,12/01/2016 04,12/01/2016 05,3,ug/m3
2000003,7,12/01/2016 05,12/01/2016 06,3,ug/m3
2000003,7,12/01/2016 06,12/01/2016 07,3,ug/m3
2000003,7,12/01/2016 07,12/01/2016 08,3,ug/m3
2000003,7,12/01/2016 08,12/01/2016 09,4,ug/m3
2000003,7,12/01/2016 09,12/01/2016 10,6,ug/m3
2000003,7,12/01/2016 10,12/01/2016 11,13,ug/m3
2000003,7,12/01/2016 11,12/01/2016 12,29,ug/m3
2000003,7,12/01/2016 12,12/01/2016 13,47,ug/m3
2000003,7,12/01/2016 13,12/01/2016 14,50,ug/m3
2000003,7,12/01/2016 14,12/01/2016 15,51,ug/m3
2000003,7,12/01/2016 15,12/01/2016 16,31,ug/m3
2000003,7,12/01/2016 16,12/01/2016 17,35,ug/m3
2000003,7,12/01/2016 17,12/01/2016 18,15,ug/m3
2000003,7,12/01/2016 18,12/01/2016 19,4,ug/m3
2000003,7,12/01/2016 19,12/01/2016 20,11,ug/m3
2000003,7,12/01/2016 20,12/01/2016 21,17,ug/m3
2000003,7,12/01/2016 21,12/01/2016 22,4,ug/m3
2000003,7,12/01/2016 22,12/01/2016 23,5,ug/m3
2000003,7,12/01/2016 23,13/01/2016 00,5,ug/m3
2000003,7,13/01/2016 00,13/01/2016 01,8,ug/m3
2000003,7,13/01/2016 01,13/01/2016 02,20,ug/m3
2000003,7,13/01/2016 03,13/01/2016 04,52,ug/m3
2000003,7,13/01/2016 04,13/01/2016 05,50,ug/m3
2000003,7,13/01/2016 05,13/01/2016 06,57,ug/m3
2000003,7,13/01/2016 06,13/01/2016 07,47,ug/m3
2000003,7,13/01/2016 07,13/01/2016 08,48,ug/m3
2000003,7,13/01/2016 08,13/01/2016 09,50,ug/m3
2000003,7,13/01/2016 09,13/01/2016 10,62,ug/m3
2000003,7,13/01/2016 10,13/01/2016 11,69,ug/m3
2000003,7,13/01/2016 11,13/01/2016 12,72,ug/m3
2000003,7,13/01/2016 12,13/01/2016 13,72,ug/m3
2000003,7,13/01/2016 13,13/01/2016 14,73,ug/m3
2000003,7,13/01/2016 14,13/01/2016 15,70,ug/m3
2000003,7,13/01/2016 15,13/01/2016 16,63,ug/m3
2000003,7,13/01/2016 16,13/01/2016 17,47,ug/m3
2000003,7,13/01/2016 17,13/01/2016 18,38,ug/m3
2000003,7,13/01/2016 18,13/01/2016 19,45,ug/m3
2000003,7,13/01/2016 19,13/01/2016 20,40,ug/m3
2000003,7,13/01/2016 20,13/01/2016 21,45,ug/m3
2000003,7,13/01/2016 21,13/01/2016 22,50,ug/m3
2000003,7,13/01/2016 22,13/01/2016 23,51,ug/m3
2000003,7,13/01/2016 23,14/01/2016 00,52,ug/m3
2000003,7,14/01/2016 00,14/01/2016 01,55,ug/m3
2000003,7,14/01/2016 01,14/01/2016 02,45,ug/m3
2000003,7,14/01/2016 03,14/01/2016 04,34,ug/m3
2000003,7,14/01/2016 04,14/01/2016 05,22,ug/m3
2000003,7,14/01/2016 05,14/01/2016 06,9,ug/m3
2000003,7,14/01/2016 06,14/01/2016 07,4,ug/m3
2000003,7,14/01/2016 07,14/01/2016 08,4,ug/m3
2000003,7,14/01/2016 08,14/01/2016 09,4,ug/m3
2000003,7,14/01/2016 09,14/01/2016 10,4,ug/m3
2000003,7,14/01/2016 10,14/01/2016 11,4,ug/m3
2000003,7,14/01/2016 11,14/01/2016 12,3,ug/m3
2000003,7,14/01/2016 12,14/01/2016 13,3,ug/m3
2000003,7,14/01/2016 13,14/01/2016 14,3,ug/m3
2000003,7,14/01/2016 14,14/01/2016 15,3,ug/m3
2000003,7,14/01/2016 15,14/01/2016 16,3,ug/m3
2000003,7,14/01/2016 16,14/01/2016 17,3,ug/m3
2000003,7,14/01/2016 17,14/01/2016 18,3,ug/m3
2000003,7,14/01/2016 18,14/01/2016 19,3,ug/m3
2000003,7,14/01/2016 19,14/01/2016 20,3,ug/m3
2000003,7,14/01/2016 20,14/01/2016 21,3,ug/m3
2000003,7,14/01/2016 21,14/01/2016 22,3,ug/m3
2000003,7,14/01/2016 22,14/01/2016 23,3,ug/m3
2000003,7,14/01/2016 23,15/01/2016 00,3,ug/m3
2000003,7,15/01/2016 00,15/01/2016 01,3,ug/m3
2000003,7,15/01/2016 01,15/01/2016 02,3,ug/m3
2000003,7,15/01/2016 12,15/01/2016 13,58,ug/m3
2000003,7,15/01/2016 13,15/01/2016 14,67,ug/m3
