COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000004,38,01/01/2011 00,01/01/2011 01,159,ug/m3
2000004,38,01/01/2011 01,01/01/2011 02,212,ug/m3
2000004,38,01/01/2011 03,01/01/2011 04,184,ug/m3
2000004,38,01/01/2011 04,01/01/2011 05,163,ug/m3
2000004,38,01/01/2011 05,01/01/2011 06,137,ug/m3
2000004,38,01/01/2011 06,01/01/2011 07,104,ug/m3
2000004,38,01/01/2011 07,01/01/2011 08,97,ug/m3
2000004,38,01/01/2011 08,01/01/2011 09,84,ug/m3
2000004,38,01/01/2011 09,01/01/2011 10,85,ug/m3
2000004,38,01/01/2011 10,01/01/2011 11,84,ug/m3
2000004,38,01/01/2011 11,01/01/2011 12,86,ug/m3
2000004,38,01/01/2011 12,01/01/2011 13,73,ug/m3
2000004,38,01/01/2011 13,01/01/2011 14,70,ug/m3
2000004,38,01/01/2011 14,01/01/2011 15,52,ug/m3
2000004,38,01/01/2011 15,01/01/2011 16,57,ug/m3
2000004,38,01/01/2011 16,01/01/2011 17,80,ug/m3
2000004,38,01/01/2011 17,01/01/2011 18,127,ug/m3
2000004,38,01/01/2011 18,01/01/2011 19,160,ug/m3
2000004,38,01/01/2011 19,01/01/2011 20,157,ug/m3
2000004,38,01/01/2011 20,01/01/2011 21,176,ug/m3
2000004,38,01/01/2011 21,01/01/2011 22,150,ug/m3
2000004,38,01/01/2011 22,01/01/2011 23,134,ug/m3
2000004,38,01/01/2011 23,02/01/2011 00,101,ug/m3
2000004,38,02/01/2011 00,02/01/2011 01,58,ug/m3
2000004,38,02/01/2011 01,02/01/2011 02,56,ug/m3
2000004,38,02/01/2011 03,02/01/2011 04,33,ug/m3
2000004,38,02/01/2011 04,02/01/2011 05,27,ug/m3
2000004,38,02/01/2011 05,02/01/2011 06,32,ug/m3
2000004,38,02/01/2011 06,02/01/2011 07,38,ug/m3
2000004,38,02/01/2011 07,02/01/2011 08,52,ug/m3
2000004,38,02/01/2011 08,02/01/2011 09,72,ug/m3
2000004,38,02/01/2011 09,02/01/2011 10,68,ug/m3
2000004,38,02/01/2011 10,02/01/2011 11,49,ug/m3
2000004,38,02/01/2011 11,02/01/2011 12,54,ug/m3
2000004,38,02/01/2011 12,02/01/2011 13,69,ug/m3
2000004,38,02/01/2011 13,02/01/2011 14,62,ug/m3
2000004,38,02/01/2011 14,02/01/2011 15,50,ug/m3
2000004,38,02/01/2011 15,02/01/2011 16,70,ug/m3
2000004,38,02/01/2011 16,02/01/2011 17,87,ug/m3
2000004,38,02/01/2011 17,02/01/2011 18,103,ug/m3
2000004,38,02/01/2011 18,02/01/2011 19,125,ug/m3
2000004,38,02/01/2011 19,02/01/2011 20,114,ug/m3
2000004,38,02/01/2011 20,02/01/2011 21,105,ug/m3
2000004,38,02/01/2011 21,02/01/2011 22,82,ug/m3
2000004,38,02/01/2011 22,02/01/2011 23,84,ug/m3
2000004,38,02/01/2011 23,03/01/2011 00,81,ug/m3
2000004,38,03/01/2011 00,03/01/2011 01,65,ug/m3
2000004,38,03/01/2011 01,03/01/2011 02,65,ug/m3
2000004,38,03/01/2011 03,03/01/2011 04,45,ug/m3
2000004,38,03/01/2011 04,03/01/2011 05,48,ug/m3
2000004,38,03/01/2011 05,03/01/2011 06,57,ug/m3
2000004,38,03/01/2011 06,03/01/2011 07,76,ug/m3
2000004,38,03/01/2011 07,03/01/2011 08,82,ug/m3
2000004,38,03/01/2011 08,03/01/2011 09,144,ug/m3
2000004,38,03/01/2011 09,03/01/2011 10,75,ug/m3
2000004,38,03/01/2011 10,03/01/2011 11,70,ug/m3
2000004,38,03/01/2011 12,03/01/2011 13,22,ug/m3
2000004,38,03/01/2011 13,03/01/2011 14,21,ug/m3
2000004,38,03/01/2011 14,03/01/2011 15,18,ug/m3
2000004,38,03/01/2011 15,03/01/2011 16,29,ug/m3
2000004,38,03/01/2011 16,03/01/2011 17,60,ug/m3
2000004,38,03/01/2011 17,03/01/2011 18,63,ug/m3
2000004,38,03/01/2011 18,03/01/2011 19,90,ug/m3
2000004,38,03/01/2011 19,03/01/2011 20,123,ug/m3
2000004,38,03/01/2011 20,03/01/2011 21,151,ug/m3
2000004,38,03/01/2011 21,03/01/2011 22,162,ug/m3
