COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
2000004,9,01/01/2013 00,01/01/2013 01,49,ug/m3
2000004,9,01/01/2013 01,01/01/2013 02,57,ug/m3
2000004,9,01/01/2013 03,01/01/2013 04,66,ug/m3
2000004,9,01/01/2013 04,01/01/2013 05,56,ug/m3
2000004,9,01/01/2013 05,01/01/2013 06,52,ug/m3
2000004,9,01/01/2013 06,01/01/2013 07,68,ug/m3
2000004,9,01/01/2013 07,01/01/2013 08,59,ug/m3
2000004,9,01/01/2013 08,01/01/2013 09,56,ug/m3
2000004,9,01/01/2013 09,01/01/2013 10,87,ug/m3
2000004,9,01/01/2013 10,01/01/2013 11,82,ug/m3
2000004,9,01/01/2013 11,01/01/2013 12,75,ug/m3
2000004,9,01/01/2013 12,01/01/2013 13,63,ug/m3
2000004,9,01/01/2013 13,01/01/2013 14,70,ug/m3
2000004,9,01/01/2013 14,01/01/2013 15,92,ug/m3
2000004,9,01/01/2013 15,01/01/2013 16,103,ug/m3
2000004,9,01/01/2013 16,01/01/2013 17,129,ug/m3
2000004,9,01/01/2013 17,01/01/2013 18,169,ug/m3
2000004,9,01/01/2013 18,01/01/2013 19,178,ug/m3
2000004,9,01/01/2013 19,01/01/2013 20,85,ug/m3
2000004,9,01/01/2013 20,01/01/2013 21,98,ug/m3
2000004,9,01/01/2013 21,01/01/2013 22,102,ug/m3
2000004,9,01/01/2013 22,01/01/2013 23,105,ug/m3
2000004,9,01/01/2013 23,02/01/2013 00,84,ug/m3
2000004,9,02/01/2013 00,02/01/2013 01,77,ug/m3
2000004,9,02/01/2013 01,02/01/2013 02,48,ug/m3
2000004,9,02/01/2013 03,02/01/2013 04,30,ug/m3
2000004,9,02/01/2013 04,02/01/2013 05,33,ug/m3
2000004,9,02/01/2013 05,02/01/2013 06,42,ug/m3
2000004,9,02/01/2013 06,02/01/2013 07,62,ug/m3
2000004,9,02/01/2013 07,02/01/2013 08,118,ug/m3
2000004,9,02/01/2013 08,02/01/2013 09,155,ug/m3
2000004,9,02/01/2013 09,02/01/2013 10,159,ug/m3
2000004,9,02/01/2013 10,02/01/2013 11,149,ug/m3
2000004,9,02/01/2013 11,02/01/2013 12,203,ug/m3
2000004,9,02/01/2013 12,02/01/2013 13,202,ug/m3
2000004,9,02/01/2013 13,02/01/2013 14,155,ug/m3
2000004,9,02/01/2013 14,02/01/2013 15,127,ug/m3
2000004,9,02/01/2013 15,02/01/2013 16,109,ug/m3
2000004,9,02/01/2013 16,02/01/2013 17,142,ug/m3
2000004,9,02/01/2013 17,02/01/2013 18,192,ug/m3
2000004,9,02/01/2013 18,02/01/2013 19,182,ug/m3
2000004,9,02/01/2013 19,02/01/2013 20,180,ug/m3
2000004,9,02/01/2013 20,02/01/2013 21,141,ug/m3
2000004,9,02/01/2013 21,02/01/2013 22,108,ug/m3
2000004,9,02/01/2013 22,02/01/2013 23,77,ug/m3
2000004,9,02/01/2013 23,03/01/2013 00,46,ug/m3
2000004,9,03/01/2013 00,03/01/2013 01,43,ug/m3
2000004,9,03/01/2013 01,03/01/2013 02,35,ug/m3
2000004,9,03/01/2013 03,03/01/2013 04,35,ug/m3
2000004,9,03/01/2013 04,03/01/2013 05,27,ug/m3
2000004,9,03/01/2013 05,03/01/2013 06,45,ug/m3
2000004,9,03/01/2013 06,03/01/2013 07,88,ug/m3
2000004,9,03/01/2013 07,03/01/2013 08,150,ug/m3
2000004,9,03/01/2013 08,03/01/2013 09,220,ug/m3
2000004,9,03/01/2013 09,03/01/2013 10,174,ug/m3
2000004,9,03/01/2013 10,03/01/2013 11,132,ug/m3
2000004,9,03/01/2013 11,03/01/2013 12,112,ug/m3
2000004,9,03/01/2013 12,03/01/2013 13,113,ug/m3
2000004,9,03/01/2013 13,03/01/2013 14,97,ug/m3
2000004,9,03/01/2013 14,03/01/2013 15,113,ug/m3
2000004,9,03/01/2013 15,03/01/2013 16,162,ug/m3
2000004,9,03/01/2013 16,03/01/2013 17,238,ug/m3
