Stazione,Cod_staz,COMUNE,INDIRIZZO,PROVINCIA,Altezza,Id_Param,PARAMETRO,UM,Coord_X,Coord_Y,SR
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,38,NO (Monossido di azoto),ug/m3,631421.704,4970165.062,25832
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,111,PM2.5,ug/m3,631421.704,4970165.062,25832
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,5,PM10,ug/m3,631747.5665,4949646.784,25832
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,8,NO2 (Biossido di azoto),ug/m3,631747.5665,4949646.784,25832
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,9,NOX (Ossidi di azoto),ug/m3,631747.5665,4949646.784,25832
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,38,NO (Monossido di azoto),ug/m3,631747.5665,4949646.784,25832
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,111,PM2.5,ug/m3,631747.5665,4949646.784,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,5,PM10,ug/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,8,NO2 (Biossido di azoto),ug/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,9,NOX (Ossidi di azoto),ug/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,10,CO (Monossido di carbonio),mg/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,20,C6H6 (Benzene),ug/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,21,C6H5-CH3 (Toluene),ug/m3,628488.5801,4950748.829,25832
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,38,NO (Monossido di azoto),ug/m3,628488.5801,4950748.829,25832
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1121,5,PM10,ug/m3,614074.4384,4906159.952,25832
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1121,7,O3 (Ozono),ug/m3,614074.4384,4906159.952,25832
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1121,8,NO2 (Biossido di azoto),ug/m3,614074.4384,4906159.952,25832
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1121,9,NOX (Ossidi di azoto),ug/m3,614074.4384,4906159.952,25832
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1121,38,NO (Monossido di azoto),ug/m3,614074.4384,4906159.952,25832
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,5,PM10,ug/m3,786361.5258,4883768.639,25832
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,20,C6H6 (Benzene),ug/m3,786361.5258,4883768.639,25832
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,21,C6H5-CH3 (Toluene),ug/m3,786361.5258,4883768.639,25832
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,5,PM10,ug/m3,784444.5811,4885043.637,25832
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,111,PM2.5,ug/m3,784444.5811,4885043.637,25832
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,7,O3 (Ozono),ug/m3,791083.381,4870589.689,25832
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,8,NO2 (Biossido di azoto),ug/m3,791083.381,4870589.689,25832
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,9,NOX (Ossidi di azoto),ug/m3,791083.381,4870589.689,25832
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,38,NO (Monossido di azoto),ug/m3,791083.381,4870589.689,25832
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,111,PM2.5,ug/m3,791083.381,4870589.689,25832
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,5,PM10,ug/m3,773049.8456,4867082.782,25832
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,7,O3 (Ozono),ug/m3,773049.8456,4867082.782,25832
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,8,NO2 (Biossido di azoto),ug/m3,773049.8456,4867082.782,25832
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,9,NOX (Ossidi di azoto),ug/m3,773049.8456,4867082.782,25832
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,38,NO (Monossido di azoto),ug/m3,773049.8456,4867082.782,25832
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,5,PM10,ug/m3,774142.7539,4878995.669,25832
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,8,NO2 (Biossido di azoto),ug/m3,774142.7539,4878995.669,25832
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,9,NOX (Ossidi di azoto),ug/m3,774142.7539,4878995.669,25832
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,38,NO (Monossido di azoto),ug/m3,774142.7539,4878995.669,25832
